hn_post_id,created_at,title,domain,topic,points,comments,company_id,company,country,trend_score,sentiment_score,popularity_growth_pct,volatility_metric,innovation_score,adoption_score,risk_indicator,ai_summary,source_reference
HN-700074,2025-06-10T08:00:00,Scale AI and the new economics of ai agents,anthropic.com,AI Agents,277,123,CMP-009,Scale AI,United States,71.0,0.078,3.4,11.9,96.75,68.38,moderate,"Analysts note that ai agents usage patterns on Jun 10, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700074
HN-700075,2025-06-10T12:00:00,Replit and the new economics of ai agents,anthropic.com,AI Agents,301,127,CMP-014,Replit,United States,71.0,0.315,3.4,11.9,96.75,68.38,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700075
HN-700076,2025-06-11T13:00:00,Anthropic and the new economics of ai agents,openai.com,AI Agents,280,101,CMP-002,Anthropic,United States,66.28,0.089,-6.64,9.37,97.25,66.27,moderate,"Anthropic teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700076
HN-700077,2025-06-11T07:00:00,OpenAI and the new economics of ai agents,anthropic.com,AI Agents,280,134,CMP-001,OpenAI,United States,66.28,0.412,-6.64,9.37,97.25,66.27,moderate,"Analysts note that ai agents usage patterns on Jun 11, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700077
HN-700078,2025-06-19T08:00:00,OpenAI and the new economics of ai agents,github.com,AI Agents,242,101,CMP-001,OpenAI,United States,63.89,0.278,2.82,9.17,97.62,65.26,moderate,"OpenAI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700078
HN-700079,2025-06-19T11:00:00,Cursor and the new economics of ai agents,huggingface.co,AI Agents,261,105,CMP-013,Cursor,United States,63.89,0.156,2.82,9.17,97.62,65.26,moderate,"Analysts note that ai agents usage patterns on Jun 19, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700079
HN-700080,2025-06-20T13:00:00,Anthropic and the new economics of ai agents,snowflake.com,AI Agents,241,126,CMP-002,Anthropic,United States,59.58,0.54,-6.76,9.9,91.15,70.27,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700080
HN-700081,2025-06-20T16:00:00,Anthropic and the new economics of ai agents,huggingface.co,AI Agents,262,103,CMP-002,Anthropic,United States,59.58,0.422,-6.76,9.9,91.15,70.27,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700081
HN-700082,2025-06-25T19:00:00,OpenAI and the new economics of ai agents,huggingface.co,AI Agents,257,118,CMP-001,OpenAI,United States,64.81,0.069,0.2,9.61,90.58,72.98,moderate,"OpenAI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700082
HN-700083,2025-06-25T19:00:00,Cursor and the new economics of ai agents,openai.com,AI Agents,288,96,CMP-013,Cursor,United States,64.81,0.103,0.2,9.61,90.58,72.98,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700083
HN-700084,2025-06-26T16:00:00,LangChain and the new economics of ai agents,nvidia.com,AI Agents,291,116,CMP-028,LangChain,United States,59.85,0.536,-7.65,10.79,90.09,71.77,moderate,"LangChain teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700084
HN-700085,2025-06-26T20:00:00,Scale AI and the new economics of ai agents,snowflake.com,AI Agents,268,117,CMP-009,Scale AI,United States,59.85,0.249,-7.65,10.79,90.09,71.77,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700085
HN-700086,2025-07-01T13:00:00,Scale AI and the new economics of ai agents,github.com,AI Agents,276,107,CMP-009,Scale AI,United States,59.01,0.207,-3.72,11.32,93.83,67.63,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700086
HN-700087,2025-07-01T11:00:00,Scale AI and the new economics of ai agents,nvidia.com,AI Agents,251,99,CMP-009,Scale AI,United States,59.01,0.282,-3.72,11.32,93.83,67.63,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700087
HN-700088,2025-07-04T14:00:00,Scale AI and the new economics of ai agents,snowflake.com,AI Agents,228,103,CMP-009,Scale AI,United States,59.74,0.341,-1.54,6.61,92.23,69.63,low,"Scale AI teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700088
HN-700089,2025-07-04T09:00:00,Anthropic and the new economics of ai agents,snowflake.com,AI Agents,292,133,CMP-002,Anthropic,United States,59.74,0.297,-1.54,6.61,92.23,69.63,low,"Analysts note that ai agents usage patterns on Jul 04, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700089
HN-700090,2025-07-09T18:00:00,Cursor and the new economics of ai agents,github.com,AI Agents,279,108,CMP-013,Cursor,United States,62.97,0.311,0.4,8.65,90.51,72.61,low,"Analysts note that ai agents usage patterns on Jul 09, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700090
HN-700091,2025-07-09T11:00:00,Cursor and the new economics of ai agents,nvidia.com,AI Agents,259,113,CMP-013,Cursor,United States,62.97,0.25,0.4,8.65,90.51,72.61,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700091
HN-700092,2025-07-09T15:00:00,Cursor and the new economics of ai agents,huggingface.co,AI Agents,275,135,CMP-013,Cursor,United States,62.97,0.365,0.4,8.65,90.51,72.61,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700092
HN-700093,2025-07-09T09:00:00,OpenAI and the new economics of ai agents,techcrunch.com,AI Agents,302,137,CMP-001,OpenAI,United States,62.97,0.473,0.4,8.65,90.51,72.61,low,"Analysts note that ai agents usage patterns on Jul 09, 2025 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700093
HN-700094,2025-07-12T19:00:00,LangChain and the new economics of ai agents,openai.com,AI Agents,252,118,CMP-028,LangChain,United States,58.17,0.301,-7.89,8.3,94.03,70.84,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700094
HN-700095,2025-07-12T11:00:00,OpenAI and the new economics of ai agents,nvidia.com,AI Agents,233,110,CMP-001,OpenAI,United States,58.17,0.419,-7.89,8.3,94.03,70.84,low,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700095
HN-700096,2025-07-22T13:00:00,AgentForge and the new economics of ai agents,openai.com,AI Agents,320,144,CMP-031,AgentForge,United States,62.87,0.317,-1.03,10.14,89.92,74.49,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700096
HN-700097,2025-07-22T17:00:00,Cursor and the new economics of ai agents,databricks.com,AI Agents,270,111,CMP-013,Cursor,United States,62.87,0.424,-1.03,10.14,89.92,74.49,moderate,"Cursor teams are discussing how ai agents is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700097
HN-700098,2025-07-28T19:00:00,Anthropic and the new economics of ai agents,techcrunch.com,AI Agents,264,102,CMP-002,Anthropic,United States,61.17,0.406,2.99,9.47,89.18,75.19,moderate,"Developers are comparing tooling choices around ai agents as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",https://news.ycombinator.com/item?id=700098
